"","mn_amt"
"465",0.0359005161290323
"466",0.0369881935483871
"467",0.03530071875
"468",0.0319075
"469",0.030512
"470",0.0329856774193548
"471",0.0346046451612903
"472",0.037728935483871
"473",0.0382996129032258
"474",0.0440238709677419
"475",0.0411058387096774
"476",0.038808125
"477",0.043477875
"478",0.040482625
"479",0.0346796875
"480",0.03931925
"481",0.036373625
"482",0.0309880967741935
"483",0.0322418125
"484",0.03607309375
"485",0.03445021875
"486",0.03653078125
"487",0.0327053870967742
"488",0.0219604375
"489",0.0247909375
"490",0.025693125
"491",0.0287223225806452
"492",0.0297284838709677
"493",0.0287809032258065
"494",0.0300495483870968
"495",0.03413575
"496",0.03170528125
"497",0.03407534375
"498",0.04502271875
"499",0.03332759375
"500",0.03327040625
"501",0.02712903125
"502",0.0346905625
"503",0.03111565625
"504",0.03038403125
"505",0.0317305666666667
"506",0.0337208064516129
"507",0.0351088387096774
"508",0.0351298709677419
"509",0.0368263870967742
"510",0.0396436774193548
"511",0.05423440625
"512",0.04695846875
"513",0.0410116875
"514",0.0414126875
"515",0.0333831875
"516",0.0337096774193548
"517",0.0339846875
"518",0.03303659375
"519",0.03666884375
"520",0.02858809375
"521",0.03578209375
"522",0.02926828125
"523",0.03863659375
"524",0.0355393125
"525",0.022904375
"526",0.0325451935483871
"527",0.0294616129032258
"528",0.0376611333333333
"529",0.0306951666666667
"530",0.024115724137931
"531",0.02565321875
"532",0.03045734375
"533",0.03000390625
"534",0.029442125
"535",0.034371125
"536",0.0428385625
"537",0.04724540625
"538",0.036129125
"539",0.030364125
"540",0.03008225
"541",0.03195696875
"542",0.0373084375
"543",0.04483465625
"544",0.0388158125
"545",0.03096546875
"546",0.0274975625
"547",0.030798625
"548",0.03640328125
"549",0.0258978709677419
"550",0.0300122903225806
"551",0.0346880967741936
"552",0.03679071875
"553",0.04158278125
"554",0.03709428125
"555",0.031160125
"556",0.02548978125
"557",0.0182825
"558",0.0211734375
"559",0.03455240625
"560",0.0365869375
"561",0.03360871875
"562",0.0365213125
"563",0.02793559375
"564",0.0336889375
"565",0.0372506774193548
"566",0.0238121290322581
"567",0.024339875
"568",0.04323340625
"569",0.0476948125
"570",0.03272140625
"571",0.02645959375
"572",0.031859375
"573",0.02490203125
"574",0.0300230322580645
"575",0.0319370625
"576",0.0301783125
"577",0.0265602258064516
"578",0.0248644516129032
"579",0.0229926875
"580",0.0206355625
"581",0.0239213125
"582",0.031714375
"583",0.03496584375
"584",0.02796153125
"585",0.02274403125
"586",0.023019375
"587",0.0345679375
"588",0.028338125
"589",0.0354868125
"590",0.03012990625
"591",0.0284048125
"592",0.02482309375
"593",0.02203365625
"594",0.02676115625
"595",0.02479253125
"596",0.0274755
"597",0.025787
"598",0.03468840625
"599",0.031863125
"600",0.02333390625
"601",0.02854984375
"602",0.03990615625
"603",0.03484284375
"604",0.02940215625
"605",0.02854803125
"606",0.0337486875
"607",0.025942125
"608",0.027314625
"609",0.03191296875
"610",0.0189846875
"611",0.01794671875
"612",0.01999865625
"613",0.02193903125
"614",0.025468625
"615",0.03052034375
"616",0.02821571875
"617",0.0303035625
"618",0.0271925625
"619",0.03255128125
"620",0.026115625
"621",0.02111321875
"622",0.034702875
"623",0.02867453125
"624",0.0184119375
"625",0.02488021875
"626",0.02952153125
"627",0.0242200625
"628",0.018576875
"629",0.02530178125
"630",0.0260090625
"631",0.03071328125
"632",0.02498903125
"633",0.020294375
"634",0.02214634375
"635",0.0279318125
"636",0.02367534375
"637",0.0258148709677419
"638",0.02405253125
"639",0.023040375
"640",0.0205461428571429
"641",0.0169288846153846
"642",0.017871037037037
"643",0.0193860740740741
"644",0.0204150714285714
"645",0.0223954814814815
"646",0.0284650357142857
"647",0.0224760357142857
"648",0.0199539642857143
"649",0.0229546071428571
"650",0.019601
"651",0.0261529642857143
"652",0.0211521428571429
"653",0.0178752142857143
"654",0.0246985925925926
"655",0.030821962962963
"656",0.0213835714285714
"657",0.0309256428571429
"658",0.0244003928571429
"659",0.0219544642857143
"660",0.0174635714285714
"661",0.0150490357142857
"662",0.0259852857142857
"663",0.0260965185185185
"664",0.0259952592592593
"665",0.024257
"666",0.0200877857142857
"667",0.0201836666666667
"668",0.0230528518518519
"669",0.019824
"670",0.0198814814814815
